numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,180488.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,79065.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,184185.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,65000.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,181635.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,66423.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,123625.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,89993.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,11747.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,43728.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,108254.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,53331.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,156418.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,172159.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,196425.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,43469.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,31692.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,92066.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,121690.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,87280.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,85785.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,149833.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,86746.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,66711.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,Rio de Janeiro,Brasil,Observacion DAS,S.A.S.,Monotributista,24-34193456-2,2020-12-22,,True,Bimestral,40287.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,72299.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,63458.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,173463.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,42590.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,58332.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,185679.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,+51 5550-9220,Lima,Peru,Observacion O,S.A.,Responsable Inscripto,29-38793456-3,2018-12-23,,True,Anual,43675.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,329609.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,280069.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,258235.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,371932.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,488646.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,243430.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,435348.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,540812.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,515890.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,+58 5550-9222,Caracas,Venezuela,-,-,Responsable Inscripto,34-01712356-5,2023-01-25,,True,Bimestral,593821.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,243823.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,272276.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,205153.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,218438.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,135999.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00121,Ministerio de Accion Comunitaria,Estado,Contacto ZVS,-,accioncomunitaria@mail.com,+56 5550-9223,Santiago de Chile,Chile,Observacion DD,GOB,Exento,34-01712356-6,2018-01-26,,True,Anual,190938.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,66227.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,55300.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,84760.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,16137.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,18448.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,75788.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,24378.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,61986.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,82997.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,30913.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,92208.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,93637.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,+591 5550-9224,La Paz,Bolivia,Observacion,S.R.L.,Responsable Inscripto,24-78912356-7,2018-01-01,,True,Semestral,16927.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,1121873.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,220940.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,570809.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,408684.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,451106.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,442684.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,404537.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,374870.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,496721.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,455378.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,329454.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,+591 5550-9225,La Paz,Bolivia,Observacion D,GOB,Monotributista,24-72582356-8,2021-01-02,,True,Mensual,492165.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,221969.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,293230.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,568883.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,470187.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,347778.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,295364.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,250149.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,+54 9 11 1234 5678,Buenos Aires,Argentina,Observacion DE,ONG,Monotributista,20-12345678-9,2024-02-01,,True,Mensual,473575.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,35115.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,43290.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,60901.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,92342.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,17892.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,63032.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,29556.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00125,Innovacion Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion DG,S.A.,Responsable Inscripto,27-23456789-1,2024-02-02,,True,Mensual,42628.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,64959.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,45976.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,173308.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,225900.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,Santiago de Chile,Chile,Observacion DED,S.A.S.,Responsable Inscripto,30-34567890-2,2024-02-03,,True,Mensual,244932.0,403103,Ingresos Bonos Contribucion,Para fines generales
