numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observacion SS,S.A.,Exento,30-33445566-7,2022-04-01,2023-12-01,False,Semestral,309601.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,51713.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,109533.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,117472.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,104618.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,39420.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,46331.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,40212.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,64932.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,81503.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,73476.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,117902.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,38437.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,73466.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,+54 9 11 8765 5588,Buenos Aires,Argentina,Observacion SSA,GOB,Exento,30-33675566-8,2021-01-01,2024-06-01,False,Trimestral,115458.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,34-38765566-0,2024-01-01,2024-05-30,False,Mensual,57632.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,34-38765566-0,2024-01-01,2024-05-30,False,Mensual,88336.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,34-38765566-0,2024-01-01,2024-05-30,False,Mensual,58897.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,34-38765566-0,2024-01-01,2024-05-30,False,Mensual,33079.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,+52 55 1234 4324,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,34-38765566-0,2024-01-01,2024-05-30,False,Mensual,24515.0,403103,Ingresos Bonos Contribucion,Para fines generales
