Número,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Ciudad,Pais,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Nombre de Cuenta,Descripción
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$54.677,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$319.808,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$626.970,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$364.686,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$631.303,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$274.376,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$128.788,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$256.681,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$480.666,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$482.346,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$488.328,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$262.263,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$356.384,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$544.174,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$149.397,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$675.154,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$202.733,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$773.286,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$334.462,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$739.298,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$539.067,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$159.307,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$152.701,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$430.624,00",403103,Ingresos Bonos Contribución,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,,Paraguay,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"$148.343,00",403103,Ingresos Bonos Contribución,Para fines generales
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,SA,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$385.846,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$750.782,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$409.837,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$747.805,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$260.898,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,,Uruguay,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"$558.515,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$706.102,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$254.098,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$76.229,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$628.328,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$486.856,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$298.046,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$171.034,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$587.146,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$417.361,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$279.196,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$706.918,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$385.281,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$331.280,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$351.957,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$357.979,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$581.485,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$428.123,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$85.345,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$774.305,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$609.982,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$680.131,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$130.889,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$760.502,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$469.510,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$577.317,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$445.942,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$239.793,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$340.346,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$178.456,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$224.200,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$609.063,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$740.873,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,,Uruguay,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"$508.753,00",404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$193.728,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$139.844,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$45.549,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$87.788,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$57.471,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$40.464,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$190.604,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$197.183,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$46.112,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$132.359,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$180.459,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,+598 5550-9219,,Uruguay,-,GOB,Exento,27-75193456-1,21/1/2020,22/1/2021,NO,Mensual,"$113.088,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$180.488,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$79.065,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$184.185,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$65.000,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$181.635,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$66.423,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$123.625,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$89.993,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$11.747,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$43.728,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$108.254,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$53.331,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$156.418,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$172.159,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$196.425,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$43.469,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$31.692,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$92.066,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,+55 5550-9219,,Brasil,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"$121.690,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
